postcode,city,street,number
75-629,Koszalin,Wyspiańskiego Stanisława,17
75-632,Koszalin,Wyspiańskiego Stanisława,2
75-633,Koszalin,Wyspiańskiego Stanisława,14
75-641,Koszalin,Zwycięstwa,287
75-648,Koszalin,Leśna,1
75-649,Koszalin,Leśna,4
75-651,Koszalin,Leśna,39
75-652,Koszalin,Leśna,40
75-653,Koszalin,Zwycięstwa,255
75-655,Koszalin,Zwycięstwa,241
75-657,Koszalin,Zwycięstwa,235
75-659,Koszalin,Zwycięstwa,227
75-661,Koszalin,Zwycięstwa,206
75-663,Koszalin,Zwycięstwa,210
75-665,Koszalin,Zwycięstwa,228
75-668,Koszalin,Zwycięstwa,250
75-671,Koszalin,Zwycięstwa,264
75-672,Koszalin,Zwycięstwa,299
75-700,Koszalin,Wojska Polskiego,1
75-701,Koszalin,Wojska Polskiego,11
75-702,Koszalin,Wojska Polskiego,31
75-705,Koszalin,Wojska Polskiego,39
75-707,Koszalin,Wojska Polskiego,47
75-709,Koszalin,Wojska Polskiego,67
75-711,Koszalin,Wojska Polskiego,2
75-712,Koszalin,Wojska Polskiego,24
75-715,Koszalin,Wojska Polskiego,48
75-717,Koszalin,Wojska Polskiego,60
75-718,Koszalin,Wojska Polskiego,66
75-721,Koszalin,Modrzejewskiej Heleny,1
75-723,Koszalin,Modrzejewskiej Heleny,47
75-726,Koszalin,Modrzejewskiej Heleny,49
75-728,Koszalin,Modrzejewskiej Heleny,71
75-729,Koszalin,Modrzejewskiej Heleny,2
75-731,Koszalin,Modrzejewskiej Heleny,14
75-732,Koszalin,Modrzejewskiej Heleny,24
75-734,Koszalin,Modrzejewskiej Heleny,30
75-736,Koszalin,Modrzejewskiej Heleny,66
75-737,Koszalin,Modrzejewskiej Heleny,70
75-802,Koszalin,Połczyńska,1
75-804,Koszalin,Połczyńska,23
75-806,Koszalin,Połczyńska,33
75-807,Koszalin,Połczyńska,41
75-808,Koszalin,Połczyńska,53
75-811,Koszalin,Połczyńska,59
75-812,Koszalin,Połczyńska,2
75-815,Koszalin,Połczyńska,12
75-816,Koszalin,Połczyńska,54
75-820,Koszalin,Konstytucji 3 Maja,1
75-821,Koszalin,Konstytucji 3 Maja,11
75-823,Koszalin,Konstytucji 3 Maja,23
75-826,Koszalin,Konstytucji 3 Maja,2
75-827,Koszalin,Konstytucji 3 Maja,4
75-828,Koszalin,Konstytucji 3 Maja,12
75-829,Koszalin,Konstytucji 3 Maja,16
75-831,Koszalin,Konstytucji 3 Maja,26
75-832,Koszalin,Lechicka,1
75-834,Koszalin,Lechicka,7
75-837,Koszalin,Lechicka,17
75-838,Koszalin,Łużycka,39
75-839,Koszalin,Łużycka,48
75-842,Koszalin,Lechicka,25
75-843,Koszalin,Lechicka,2
75-844,Koszalin,Lechicka,12
75-845,Koszalin,Lechicka,54
80-016,Gdańsk,Zawiejska,104
80-021,Gdańsk,Raduńska,28
80-027,Gdańsk,Raduńska,2
80-036,Gdańsk,Zamiejska,2
80-037,Gdańsk,Małomiejska,2
80-041,Gdańsk,Świętokrzyska,1
80-042,Gdańsk,Sandomierska,2
80-047,Gdańsk,Serbska,2
80-051,Gdańsk,Sandomierska,16
80-052,Gdańsk,Serbska,7
80-058,Gdańsk,Starogardzka,2
80-058,Gdańsk,Zawiejska,2
80-059,Gdańsk,Żuławska,8
80-062,Gdańsk,Żuławska,2
80-064,Gdańsk,Przybrzeżna,15
80-069,Gdańsk,Przybrzeżna,2
80-074,Gdańsk,Sandomierska,51
80-078,Gdańsk,Małomiejska,28
80-103,Gdańsk,Kartuska,1
80-104,Gdańsk,Kartuska,2
80-107,Gdańsk,Malczewskiego Jacka,2
80-111,Gdańsk,Kartuska,90
80-112,Gdańsk,Malczewskiego Jacka,116
80-114,Gdańsk,Malczewskiego Jacka,132
80-122,Gdańsk,Kartuska,188
80-125,Gdańsk,Kartuska,228
80-126,Gdańsk,Cedrowa,2
80-126,Gdańsk,Myśliwska,2
80-135,Gdańsk,Nad Jarem,34
80-136,Gdańsk,Kartuska,128
80-138,Gdańsk,Kartuska,105
80-141,Gdańsk,Kartuska,35
80-148,Gdańsk,Nad Jarem,2
80-152,Gdańsk,Powstańców Warszawskich,2
80-165,Gdańsk,Powstańców Warszawskich,48
80-170,Gdańsk,Powstańców Warszawskich,62
80-172,Gdańsk,Piecewska,2
80-178,Gdańsk,Gostyńska,26
80-180,Gdańsk,Cedrowa,54
80-180,Gdańsk,Ofiar Grudnia,70
80-243,Gdańsk,Dmowskiego Romana,2
80-246,Gdańsk,Jaśkowa Dolina,28
80-251,Gdańsk,Batorego Stefana,2
80-252,Gdańsk,Jaśkowa Dolina,2
80-255,Gdańsk,Batorego Stefana,36
80-264,Gdańsk,Dmowskiego Romana,10
80-265,Gdańsk,Kościuszki Tadeusza,1
80-268,Gdańsk,Chopina Fryderyka,2
80-272,Gdańsk,Chopina Fryderyka,36
80-283,Gdańsk,Myśliwska,25
80-286,Gdańsk,Jaśkowa Dolina,50
80-298,Gdańsk,Galaktyczna,23
80-298,Gdańsk,Gostyńska,2
80-298,Gdańsk,Kartuska,458
80-299,Gdańsk,Galaktyczna,2
80-301,Gdańsk,Chełmońskiego Józefa,2
80-301,Gdańsk,Gryglewskiego Aleksandra,12
80-302,Gdańsk,Polanki,76
80-303,Gdańsk,Chełmońskiego Józefa,4
80-303,Gdańsk,Gryglewskiego Aleksandra,2
80-306,Gdańsk,Polanki,2
80-306,Gdańsk,Wita Stwosza,80
80-308,Gdańsk,Polanki,6
80-308,Gdańsk,Wita Stwosza,46
80-310,Gdańsk,Derdowskiego Jarosza,2
80-311,Gdańsk,Grottgera Artura,3
80-312,Gdańsk,Wita Stwosza,2
80-315,Gdańsk,Derdowskiego Jarosza,10
80-315,Gdańsk,Kaszubska,2
80-318,Gdańsk,Kaszubska,6
80-319,Gdańsk,Derdowskiego Jarosza,18
80-319,Gdańsk,Derdowskiego Jarosza,6
80-319,Gdańsk,Grottgera Artura,2
80-322,Gdańsk,Polanki,126
80-330,Gdańsk,Opacka 12D,12
80-330,Gdańsk,Spacerowa,1
80-332,Gdańsk,Piastowska,2
80-333,Gdańsk,Pomorska,2
80-338,Gdańsk,Opacka,2
80-340,Gdańsk,Gospody,14
80-340,Gdańsk,Gospody,8
80-341,Gdańsk,Jantarowa,2
80-341,Gdańsk,Piastowska,198
80-343,Gdańsk,Pomorska,38
80-344,Gdańsk,Gospody,2
80-345,Gdańsk,Pomorska,78
80-349,Gdańsk,Chłopska,25
80-350,Gdańsk,Chłopska,46
80-352,Gdańsk,Piastowska,90
80-353,Gdańsk,Poznańska,10
80-355,Gdańsk,Beniowskiego Maurycego,68
80-356,Gdańsk,Mściwoja II,60
80-357,Gdańsk,Mściwoja II,50
80-358,Gdańsk,Piastowska,92
80-359,Gdańsk,Poznańska,2
80-361,Gdańsk,Świętopełka,2
80-362,Gdańsk,Chłopska,2
80-363,Gdańsk,Piastowska,66
80-364,Gdańsk,Dąbrowszczaków,30
80-365,Gdańsk,Dąbrowszczaków,14
80-366,Gdańsk,Jagiellońska,16
80-367,Gdańsk,Jagiellońska 12A,12
80-368,Gdańsk,Chłopska,34
80-371,Gdańsk,Jagiellońska,2
80-373,Gdańsk,Dąbrowszczaków,2
80-374,Gdańsk,Dąbrowszczaków,1
80-375,Gdańsk,Chłopska,20
80-376,Gdańsk,Czerwony Dwór,12
80-378,Gdańsk,Poznańska,14
80-379,Gdańsk,Śląska,90
80-381,Gdańsk,Świętopełka,12
80-382,Gdańsk,Beniowskiego Maurycego,6
80-383,Gdańsk,Czerwony Dwór,2
80-384,Gdańsk,Mściwoja II,2
80-384,Gdańsk,Śląska,2
80-386,Gdańsk,Lęborska,2
80-387,Gdańsk,Arkońska,2
80-387,Gdańsk,Lęborska,14
80-388,Gdańsk,Beniowskiego Maurycego,2
80-389,Gdańsk,Śląska,12
80-389,Gdańsk,Śląska,24
80-390,Gdańsk,Kołobrzeska,1
80-391,Gdańsk,Kołobrzeska,27
80-392,Gdańsk,Arkońska,30
80-394,Gdańsk,Kołobrzeska,2
80-396,Gdańsk,Kołobrzeska,51
80-397,Gdańsk,Kołobrzeska,57
80-399,Gdańsk,Chłopska,8
80-402,Gdańsk,Kliniczna,1
80-402,Gdańsk,Kochanowskiego Jana,2
80-404,Gdańsk,Reja Mikołaja,2
80-405,Gdańsk,Klonowicza Sebastiana,2
80-405,Gdańsk,Kochanowskiego Jana,78
80-405,Gdańsk,Mickiewicza Adama,22
80-406,Gdańsk,Manifestu Połanieckiego,2
80-408,Gdańsk,Klonowicza Sebastiana,40
80-409,Gdańsk,Manifestu Połanieckiego,38
80-414,Gdańsk,Bolesława Chrobrego,78
80-421,Gdańsk,Kościuszki Tadeusza,80
80-423,Gdańsk,Bolesława Chrobrego,2
80-425,Gdańsk,Mickiewicza Adama,2
80-427,Gdańsk,Kościuszki Tadeusza,114
80-432,Gdańsk,Wyspiańskiego Stanisława,1
80-433,Gdańsk,Waryńskiego Ludwika,2
80-434,Gdańsk,Wyspiańskiego Stanisława,2
80-445,Gdańsk,Kościuszki Tadeusza,20
80-446,Gdańsk,Kościuszki Tadeusza,40
80-451,Gdańsk,Kościuszki Tadeusza,2
80-462,Gdańsk,Dywizjonu,303
80-506,Gdańsk,Chodkiewicza Karola,14
80-506,Gdańsk,Dworska,14
80-511,Gdańsk,Dworska,2
80-514,Gdańsk,Chodkiewicza Karola,2
80-514,Gdańsk,Dworska,16
80-533,Gdańsk,Marynarki Polskiej,76
80-537,Gdańsk,Wyzwolenia,2
80-537,Gdańsk,Wyzwolenia,43
80-538,Gdańsk,Wolności,2
80-541,Gdańsk,Wolności,16
80-542,Gdańsk,Oliwska,24
80-543,Gdańsk,Na Zaspę,20
80-545,Gdańsk,Starowiślna,22
80-545,Gdańsk,Władysława IV,23
80-545,Gdańsk,Zamknięta,6
80-546,Gdańsk,Na Zaspę,2
80-547,Gdańsk,Władysława IV,2
80-547,Gdańsk,Zamknięta,2
80-549,Gdańsk,Ku Ujściu,50
80-553,Gdańsk,Wyzwolenia,40
80-555,Gdańsk,Starowiślna,2
80-555,Gdańsk,Wiślna,10
80-557,Gdańsk,Marynarki Polskiej,2
80-563,Gdańsk,Oliwska,2
80-601,Gdańsk,Jantarowa,62
80-603,Gdańsk,Kaczeńce,2
80-605,Gdańsk,Sienna,26
80-606,Gdańsk,Zimna,4
80-607,Gdańsk,Stryjewskiego Wilhelma,2
80-609,Gdańsk,Tamka,2
80-610,Gdańsk,Nad Brzegiem,1
80-611,Gdańsk,Stryjewskiego Wilhelma,16
80-614,Gdańsk,Kaczeńce,22
80-620,Gdańsk,Stryjewskiego Wilhelma,22
80-622,Gdańsk,Nowotna,1
80-623,Gdańsk,Sokola,2
80-625,Gdańsk,Stryjewskiego Wilhelma,19
80-625,Gdańsk,Zimna,2
80-627,Gdańsk,Kłosowa,1
80-627,Gdańsk,Tamka,16
80-629,Gdańsk,Nad Brzegiem,2
80-631,Gdańsk,Stryjewskiego Wilhelma,42
80-632,Gdańsk,Kłosowa,2
80-638,Gdańsk,Nad Brzegiem,14
80-652,Gdańsk,Nowotna,2
80-654,Gdańsk,Sokola,10
80-680,Gdańsk,Przegalińska,2
80-680,Gdańsk,Turystyczna,2
80-690,Gdańsk,Przegalińska,22
80-690,Gdańsk,Turystyczna,122
80-701,Gdańsk,Ku Ujściu,2
80-703,Gdańsk,Siennicka,10
80-705,Gdańsk,Sienna,2
80-711,Gdańsk,Sztutowska,16
80-718,Gdańsk,Elbląska,68
80-722,Gdańsk,Sztutowska,2
80-723,Gdańsk,Mostek,28
80-724,Gdańsk,Elbląska,32
80-728,Gdańsk,Siennicka,42
80-742,Gdańsk,Śluza,2
80-743,Gdańsk,Łąkowa,2
80-743,Gdańsk,Wróbla,2
80-745,Gdańsk,Sadowa,12
80-746,Gdańsk,Przyokopowa,8
80-747,Gdańsk,Kamienna Grobla,2
80-747,Gdańsk,Toruńska,10
80-754,Gdańsk,Długie Ogrody,1
80-758,Gdańsk,Siennicka,2
80-759,Gdańsk,Mostek,2
80-761,Gdańsk,Elbląska,65
80-761,Gdańsk,Reduta Żbik,5
80-763,Gdańsk,Kamienna Grobla,1
80-765,Gdańsk,Długie Ogrody,2
80-766,Gdańsk,Zamiejska,30
80-768,Gdańsk,Przyokopowa,2
80-769,Gdańsk,Łąkowa,34
80-769,Gdańsk,Wróbla,1
80-770,Gdańsk,Śluza,6
80-771,Gdańsk,Reduta Żbik,2
80-771,Gdańsk,Sadowa,2
80-811,Gdańsk,Na Stoku,12
80-812,Gdańsk,Stoczniowców,2
80-822,Gdańsk,Toruńska,2
80-827,Gdańsk,Długa,2
80-828,Gdańsk,Długi Targ,2
80-830,Gdańsk,Długi Targ,26
80-831,Gdańsk,Długa,46
80-831,Gdańsk,Tkacka,15
80-836,Gdańsk,Tkacka,2
80-844,Gdańsk,Podwale Staromiejskie,2
80-845,Gdańsk,Podwale Staromiejskie,52
80-847,Gdańsk,Łagiewniki,2
80-853,Gdańsk,Wały Jagiellońskie,6
80-855,Gdańsk,Łagiewniki,10
80-861,Gdańsk,Heweliusza Jana,23
80-865,Gdańsk,Marynarki Polskiej,132
80-867,Gdańsk,Wiślna,2
80-868,Gdańsk,Marynarki Polskiej,93
80-870,Gdańsk,Reja Mikołaja,24
80-871,Gdańsk,Kliniczna,2
80-874,Gdańsk,Na Stoku,2
80-877,Gdańsk,Stoczniowców,41
80-886,Gdańsk,Targ Drzewny,2
80-887,Gdańsk,Wały Jagiellońskie,2
80-890,Gdańsk,Heweliusza Jana,2
80-894,Gdańsk,Targ Drzewny,18
81-000,Gdynia,Chylońska,137
81-002,Gdynia,Kartuska,2
81-002,Gdynia,Morska,269
81-006,Gdynia,Morska,188
81-007,Gdynia,Chylońska,144
81-016,Gdynia,Chylońska,222
81-018,Gdynia,Żytnia,16
81-019,Gdynia,Żytnia,2
81-021,Gdynia,Chylońska,126
81-033,Gdynia,Chylońska,64
81-036,Gdynia,Pucka,2
81-041,Gdynia,Chylońska,30
81-042,Gdynia,Wejherowska,16
81-044,Gdynia,Kartuska,1
81-047,Gdynia,Gniewska,10
81-049,Gdynia,Wejherowska,43
81-051,Gdynia,Wejherowska,19
81-053,Gdynia,Gniewska,2
81-058,Gdynia,Wiejska,30
81-061,Gdynia,Hutnicza,4
81-062,Gdynia,Świętego Mikołaja,2
81-064,Gdynia,Chylońska,2
81-065,Gdynia,Wejherowska,2
81-068,Gdynia,Wiejska,2
81-086,Gdynia,Kartuska,76
81-112,Gdynia,Zielona,24
81-113,Gdynia,Zielona,2
81-116,Gdynia,Bosmańska,2
81-154,Gdynia,Pucka,110
81-156,Gdynia,Wiśniewskiego Janka,34
81-168,Gdynia,Rymarska,10
81-174,Gdynia,Cechowa,2
81-176,Gdynia,Bosmańska,60
81-187,Gdynia,Rymarska,2
81-194,Gdynia,Cechowa,20
81-201,Gdynia,Sambora,48
81-207,Gdynia,Kalksztajnów,2
81-211,Gdynia,Opata Hackiego,18
81-212,Gdynia,Hutnicza,2
81-213,Gdynia,Opata Hackiego,2
81-217,Gdynia,Świętego Mikołaja,69
81-222,Gdynia,Morska,77
81-223,Gdynia,Komandorska,2
81-225,Gdynia,Morska,40
81-228,Gdynia,Okrzei Stefana,2
81-232,Gdynia,Komandorska,26
81-235,Gdynia,Sambora,2
81-236,Gdynia,Kalksztajnów,1
81-245,Gdynia,Okrzei Stefana,14
81-249,Gdynia,Kapitańska,20
81-303,Gdynia,Kielecka,2
81-304,Gdynia,Śląska,64
81-306,Gdynia,Nowogrodzka,12
81-309,Gdynia,Nowogrodzka,2
81-309,Gdynia,Warszawska,38
81-310,Gdynia,Śląska,42
81-311,Gdynia,Witomińska,2
81-312,Gdynia,Nowogrodzka,18
81-313,Gdynia,Słupecka,26
81-313,Gdynia,Tatrzańska,8
81-314,Gdynia,Warszawska,2
81-316,Gdynia,Słupecka,2
81-317,Gdynia,Warszawska,16
81-319,Gdynia,Śląska,2
81-323,Gdynia,Morska,1
81-324,Gdynia,Wolności,2
81-327,Gdynia,Wolności,16
81-328,Gdynia,Tatrzańska,2
81-331,Gdynia,Kapitańska,2
81-332,Gdynia,Kołłątaja Hugona,2
81-333,Gdynia,Kołłątaja Hugona,34
81-333,Gdynia,Morska,2
81-334,Gdynia,Derdowskiego Jana,2
81-334,Gdynia,Polska,26
81-335,Gdynia,Wiśniewskiego Janka,2
81-339,Gdynia,Polska,2
81-346,Gdynia,Żeromskiego Stefana,2
81-348,Gdynia,Wójta Radtkego,1
81-349,Gdynia,Żeromskiego Stefana,41
81-351,Gdynia,Wójta Radtkego,2
81-352,Gdynia,Abrahama Antoniego,2
81-353,Gdynia,Władysława IV,2
81-355,Gdynia,Wójta Radtkego,14
81-356,Gdynia,Starowiejska,2
81-357,Gdynia,3 Maja,2
81-358,Gdynia,Władysława IV,23
81-361,Gdynia,Władysława IV,18
81-363,Gdynia,3 Maja,20
81-363,Gdynia,Starowiejska,19
81-364,Gdynia,10 Lutego,10
81-364,Gdynia,3 Maja,26
81-364,Gdynia,Władysława IV,32
81-365,Gdynia,Armii Krajowej,46
81-365,Gdynia,Batorego Stefana,32
81-366,Gdynia,10 Lutego,2
81-366,Gdynia,Abrahama Antoniego,24
81-366,Gdynia,Armii Krajowej,28
81-366,Gdynia,Batorego Stefana,2
81-366,Gdynia,Władysława IV,38
81-367,Gdynia,Obrońców Wybrzeża,2
81-368,Gdynia,Świętojańska,2
81-369,Gdynia,Żeromskiego Stefana,28
81-369,Gdynia,Derdowskiego Jana,7
81-372,Gdynia,Armii Krajowej,2
81-372,Gdynia,Świętojańska,20
81-377,Gdynia,Krasickiego Ignacego,30
81-378,Gdynia,Legionów,2
81-381,Gdynia,Bema Józefa,22
81-381,Gdynia,Świętojańska,89
81-384,Gdynia,Traugutta Romualda,1
81-384,Gdynia,Władysława IV,50
81-385,Gdynia,Krasickiego Ignacego,2
81-386,Gdynia,Bema Józefa,2
81-386,Gdynia,Kilińskiego Jana,2
81-387,Gdynia,Abrahama Antoniego,74
81-388,Gdynia,Traugutta Romualda,2
81-388,Gdynia,Świętojańska,70
81-389,Gdynia,Świętojańska,69
81-390,Gdynia,Abrahama Antoniego,71
81-390,Gdynia,Kilińskiego Jana,11
81-391,Gdynia,Świętojańska,33
81-393,Gdynia,Abrahama Antoniego,62
81-393,Gdynia,Armii Krajowej,21
81-393,Gdynia,Kilińskiego Jana,12
81-393,Gdynia,Świętojańska,42
81-395,Gdynia,Abrahama Antoniego,36
81-395,Gdynia,Armii Krajowej,25
81-395,Gdynia,Władysława IV,40
81-396,Gdynia,3 Maja,38
81-397,Gdynia,Obrońców Wybrzeża,10
81-401,Gdynia,Władysława IV,68
81-404,Gdynia,Kopernika Mikołaja,19
81-404,Gdynia,Legionów,42
81-404,Gdynia,Świętojańska,126
81-405,Gdynia,Legionów,30
81-405,Gdynia,Ujejskiego Kornela,2
81-406,Gdynia,Tetmajera Kazimierza,2
81-411,Gdynia,Kopernika Mikołaja,36
81-413,Gdynia,Legionów,62
81-415,Gdynia,Batalionów Chłopskich,14
81-417,Gdynia,Harcerska,1
81-421,Gdynia,Tetmajera Kazimierza,34
81-422,Gdynia,Partyzantów,2
81-423,Gdynia,Partyzantów,28
81-424,Gdynia,Kopernika Mikołaja,2
81-425,Gdynia,Harcerska,2
81-426,Gdynia,Ujejskiego Kornela,22
81-429,Gdynia,Legionów,90
81-452,Gdynia,Batalionów Chłopskich,2
81-456,Gdynia,Kopernika Mikołaja,62
81-461,Gdynia,Powstania Wielkopolskiego,2
81-463,Gdynia,Legionów,132
81-470,Gdynia,Powstania Wielkopolskiego,74
81-472,Gdynia,Legionów,100
81-503,Gdynia,Płocka,34
81-503,Gdynia,Sieradzka,62
81-505,Gdynia,Sandomierska,2
81-507,Gdynia,Krośnieńska,14
81-508,Gdynia,Sandomierska,1
81-512,Gdynia,Inżynierska,2
81-512,Gdynia,Lotników,74
81-512,Gdynia,Sieradzka,2
81-522,Gdynia,Orłowska,2
81-526,Gdynia,Przebendowskich,2
81-529,Gdynia,Inżynierska,88
81-534,Gdynia,Olgierda,2
81-535,Gdynia,Płocka,2
81-539,Gdynia,Lotników,2
81-541,Gdynia,Krośnieńska,2
81-542,Gdynia,Orłowska,66
81-543,Gdynia,Przebendowskich,32
81-544,Gdynia,Lotników,154
81-556,Gdynia,Sieradzka,36
81-584,Gdynia,Olgierda,92
81-602,Gdynia,Chwarznieńska,10
81-612,Gdynia,Uczniowska,26
81-613,Gdynia,Chwarznieńska,2
81-619,Gdynia,Witomińska,78
81-647,Gdynia,Uczniowska,2
81-650,Gdynia,Kielecka,26
81-702,Sopot,Kościuszki Tadeusza,26
81-702,Sopot,Lipowa,2
81-703,Sopot,Kościuszki Tadeusza,52
81-703,Sopot,Władysława IV,2
81-704,Sopot,Kościuszki Tadeusza,2
81-707,Sopot,Ceynowy Floriana,2
81-707,Sopot,Helska,6
81-708,Sopot,Mokwy Mariana,12
81-709,Sopot,Winieckiego Jana,20
81-710,Sopot,Winieckiego Jana,2
81-711,Sopot,Powstańców Warszawy,26
81-712,Sopot,Powstańców Warszawy,52
81-714,Sopot,Winieckiego Jana,29
81-716,Sopot,Winieckiego Jana,32
81-718,Sopot,Cejnowy Floriana,6
81-718,Sopot,Helska,2
81-718,Sopot,Mokwy Mariana,2
81-718,Sopot,Powstańców Warszawy,2
81-723,Sopot,Bolesława Chrobrego,40
81-725,Sopot,Bolesława Chrobrego,36
81-726,Sopot,Parkowa,18
81-727,Sopot,Parkowa,42
81-728,Sopot,3 Maja,11
81-729,Sopot,3 Maja,2
81-733,Sopot,Okrzei Stefana,15
81-735,Sopot,Władysława Łokietka,2
81-736,Sopot,Władysława Łokietka,42
81-740,Sopot,Polna,30
81-742,Sopot,Władysława IV,30
81-743,Sopot,3 Maja,30
81-743,Sopot,Władysława IV,20
81-745,Sopot,Polna,2
81-747,Sopot,3 Maja,8
81-747,Sopot,Okrzei Stefana,2
81-748,Sopot,Książąt Pomorskich,2
81-749,Sopot,Książąt Pomorskich,14
81-750,Sopot,Lipowa,12
81-751,Sopot,Sobieskiego Jana,28
81-752,Sopot,Chopina Fryderyka,2
81-754,Sopot,Grunwaldzka,30
81-755,Sopot,Jagiełły Władysława,12
81-756,Sopot,Bolesława Chrobrego,2
81-757,Sopot,Jagiełły Władysława,2
81-758,Sopot,Grunwaldzka,16
81-758,Sopot,Piastów,1
81-759,Sopot,Grunwaldzka,2
81-760,Sopot,Pułaskiego Kazimierza,2
81-761,Sopot,Sobieskiego Jana,2
81-762,Sopot,Pułaskiego Kazimierza,16
81-768,Sopot,Piastów,2
81-770,Sopot,Parkowa,60
81-771,Sopot,Grunwaldzka,50
81-773,Sopot,Książąt Pomorskich,1
81-778,Sopot,Mieszka I,3
81-779,Sopot,Mieszka I,2
81-781,Sopot,Sobieskiego Jana,20
81-782,Sopot,Chopina Fryderyka,14
81-783,Sopot,Bolesława Chrobrego,10
81-785,Sopot,Mieszka I,1
81-786,Sopot,Chopina Fryderyka,32
81-807,Sopot,1 Maja,2
81-808,Sopot,23 Marca,2
81-814,Sopot,Wejherowska,2
81-816,Sopot,Wejherowska,28
81-819,Sopot,Okrężna,28
81-820,Sopot,23 Marca,16
81-822,Sopot,Okrężna,2
81-824,Sopot,Armii Krajowej,88
81-825,Sopot,Abrahama Antoniego,2
81-828,Sopot,1 Maja,8
81-832,Sopot,Mickiewicza Adama,10
81-833,Sopot,Abrahama Antoniego,30
81-834,Sopot,Mickiewicza Adama,2
81-836,Sopot,Krasickiego Ignacego,1
81-837,Sopot,Broniewskiego Władysława,2
81-841,Sopot,Broniewskiego Władysława,10
81-843,Sopot,Armii Krajowej,48
81-844,Sopot,Armii Krajowej,68
81-849,Sopot,Armii Krajowej,2
81-850,Sopot,3 Maja,48
81-866,Sopot,Mickiewicza Adama,32
81-867,Sopot,Krasickiego Ignacego,2
81-870,Sopot,Armii Krajowej,24
81-871,Sopot,Słowackiego Juliusza,2
81-872,Sopot,Słowackiego Juliusza,14
85-004,Bydgoszcz,19 Marca,198
85-005,Bydgoszcz,Gdańska,1
85-006,Bydgoszcz,Gdańska,2
85-009,Bydgoszcz,Dworcowa,1
85-010,Bydgoszcz,Dworcowa,2
85-021,Bydgoszcz,Gdańska,52
85-022,Bydgoszcz,Gdańska,85
85-023,Bydgoszcz,Toruńska,2
85-027,Bydgoszcz,Jagiellońska,64
85-031,Bydgoszcz,Kujawska,2
85-037,Bydgoszcz,Sienkiewicza Henryka,1
85-038,Bydgoszcz,Sienkiewicza Henryka,2
85-046,Bydgoszcz,Pomorska,1
85-049,Bydgoszcz,Ujejskiego Kornela,104
85-050,Bydgoszcz,Pomorska,2
85-051,Bydgoszcz,Pomorska,52
85-053,Bydgoszcz,Terasy,2
85-067,Bydgoszcz,Jagiellońska,2
85-081,Bydgoszcz,20 Stycznia,192
85-085,Bydgoszcz,Fordońska,2
85-087,Bydgoszcz,Gajowa,2
85-097,Bydgoszcz,Jagiellońska,18
85-100,Bydgoszcz,Glinki,23
85-121,Bydgoszcz,Terasy,4
85-140,Bydgoszcz,Kujawska,156
85-146,Bydgoszcz,Kujawska,50
85-151,Bydgoszcz,Kujawska,136
85-158,Bydgoszcz,Orla,2
85-168,Bydgoszcz,Ujejskiego Kornela,2
85-170,Bydgoszcz,Glinki,116
85-171,Bydgoszcz,Wojska Polskiego,2
85-174,Bydgoszcz,Glinki,2
85-219,Bydgoszcz,Nakielska,2
85-236,Bydgoszcz,Grunwaldzka,2
85-239,Bydgoszcz,Grunwaldzka,56
85-241,Bydgoszcz,Grunwaldzka,87
85-301,Bydgoszcz,Orla,60
85-328,Bydgoszcz,Nakielska,50
85-330,Bydgoszcz,Ostroroga Jana,34
85-333,Bydgoszcz,Czerwonego Krzyża,58
85-338,Bydgoszcz,Czerwonego Krzyża,2
85-347,Bydgoszcz,Nakielska,53
85-349,Bydgoszcz,Ostroroga Jana,2
85-350,Bydgoszcz,Bronikowskiego Józefa,45
85-350,Bydgoszcz,Nakielska,153
85-358,Bydgoszcz,Nakielska,82
85-364,Bydgoszcz,Wiśniowa,8
85-365,Bydgoszcz,Spacerowa,1
85-386,Bydgoszcz,Spacerowa,2
85-388,Bydgoszcz,Wiśniowa,2
85-391,Bydgoszcz,Nakielska,100
85-401,Bydgoszcz,Grunwaldzka,162
85-402,Bydgoszcz,Mińska,2
85-403,Bydgoszcz,Siedlecka,2
85-405,Bydgoszcz,Koronowska,10
85-412,Bydgoszcz,Siedlecka,12
85-421,Bydgoszcz,Koronowska,2
85-424,Bydgoszcz,Charzykowska,2
85-426,Bydgoszcz,Bronikowskiego Józefa,2
85-428,Bydgoszcz,Mińska,98
85-429,Bydgoszcz,Grunwaldzka,132
85-438,Bydgoszcz,Grunwaldzka,222
85-451,Bydgoszcz,Grunwaldzka,203
85-462,Bydgoszcz,Charzykowska,21
85-469,Bydgoszcz,Opławiecka,2
85-476,Bydgoszcz,Letniskowa,2
85-480,Bydgoszcz,Letniskowa,26
85-483,Bydgoszcz,Opławiecka,162
85-485,Bydgoszcz,Smukalska,52
85-502,Bydgoszcz,Ludwikowo,2
85-504,Bydgoszcz,Saperów,2
85-506,Bydgoszcz,Średnia,2
85-514,Bydgoszcz,Ludwikowo,10
85-515,Bydgoszcz,Średnia,1
85-517,Bydgoszcz,Półwiejska,2
85-519,Bydgoszcz,Żeglarska,2
85-525,Bydgoszcz,Półwiejska,8
85-529,Bydgoszcz,Żeglarska,30
85-539,Bydgoszcz,Saperów,152
85-540,Bydgoszcz,Średnia,50
85-542,Bydgoszcz,Saperów,206
85-544,Bydgoszcz,Średnia,82
85-545,Bydgoszcz,Żeglarska,66
85-565,Bydgoszcz,Smukalska,2
